Epoch,Item,Layer,Comprehensive Position,Layer-specific Position
2800,Canary,layer2,"[ 0.62246454 -0.87057185 -0.24077894  0.11054748  1.1476387  -0.0700126
 -0.7792609  -2.630063    1.5213994  -0.6340033 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.6224646  -0.87057203 -0.24077895  0.11054748  1.1476387  -0.07001261
 -0.77926075 -2.6300623   1.5213991  -0.6340034 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055123   1.5371464
  1.7075206   0.19367404  2.1850772   0.5529059 ],[ 1.2774146  -0.20956495  1.0853659  -0.03655196 -1.0177304   0.19072412
 -0.11524751  0.17298359 -0.3900235   0.23174694],[-0.01837948 -0.36207506 -0.500492   -0.6906924  -0.35720366  0.17325419
 -1.0789528   0.09453975  0.77715665  0.8673295 ]"
2800,Canary,layer3,"[ 0.62246454 -0.87057185 -0.24077894  0.11054748  1.1476387  -0.0700126
 -0.7792609  -2.630063    1.5213994  -0.6340033 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.6224646  -0.87057203 -0.24077894  0.11054748  1.1476387  -0.07001261
 -0.7792607  -2.6300623   1.5213993  -0.6340034 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055124   1.5371464
  1.7075206   0.19367406  2.1850774   0.552906  ],[ 0.73355544 -0.2646093  -0.33596352 -0.01806976 -0.05737326 -0.32871848
  0.32642224 -0.524194    0.38531837 -0.11334109],[-0.01837948 -0.36207506 -0.50049204 -0.6906924  -0.3572037   0.17325419
 -1.0789528   0.09453975  0.7771567   0.86732954]"
2800,Canary,layer4,"[ 0.62246454 -0.87057185 -0.24077894  0.11054748  1.1476387  -0.0700126
 -0.7792609  -2.630063    1.5213994  -0.6340033 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.6224645  -0.87057143 -0.24077894  0.11054751  1.1476389  -0.07001258
 -0.77926135 -2.6300645   1.5213999  -0.63400304],[ 0.24129508 -0.32849267 -0.31577718 -0.1352563  -0.67475003 -0.63034415
  0.86287796 -1.1643918  -0.14084367 -0.12727673],[-0.34980887 -0.0303012  -0.07535789  0.21511306  0.20602909 -0.08035307
 -0.04218881 -0.34119734 -0.6643713   0.5339008 ],[-0.01837949 -0.36207518 -0.50049204 -0.6906928  -0.3572038   0.1732541
 -1.0789526   0.09453968  0.7771568   0.86732894]"
2800,Sunfish,layer1,"[ 2.2821324  -2.0025687  -0.61157334  1.1610321  -1.1929252  -0.01774144
  1.5120882  -0.61334646 -0.84172136  0.1271762 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 2.2821321  -2.0025685  -0.6115733   1.161032   -1.1929253  -0.01774144
  1.5120884  -0.6133466  -0.84172153  0.1271762 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055123   1.5371464
  1.7075206   0.19367404  2.1850772   0.5529059 ],[ 0.29021883 -0.99430275  0.91637087 -0.19891696  0.14211996  0.4747055
 -0.5690269  -0.19395165  0.23950408 -0.8059886 ],[-0.6530151  -0.7008681  -0.21366377 -0.23784672  0.28417382  0.06371352
 -0.04120708 -0.7860635   0.42271104  0.9704466 ]"
2800,Sunfish,layer2,"[ 2.2821324  -2.0025687  -0.61157334  1.1610321  -1.1929252  -0.01774144
  1.5120882  -0.61334646 -0.84172136  0.1271762 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 2.2821321  -2.0025685  -0.6115733   1.161032   -1.1929253  -0.01774144
  1.5120884  -0.6133466  -0.84172153  0.1271762 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055123   1.5371464
  1.7075206   0.19367404  2.1850772   0.5529059 ],[ 1.2774146  -0.20956495  1.0853659  -0.03655196 -1.0177304   0.19072412
 -0.11524751  0.17298359 -0.3900235   0.23174694],[-0.01837948 -0.36207506 -0.500492   -0.6906924  -0.35720366  0.17325419
 -1.0789528   0.09453975  0.77715665  0.8673295 ]"
2800,Sunfish,layer3,"[ 2.2821324  -2.0025687  -0.61157334  1.1610321  -1.1929252  -0.01774144
  1.5120882  -0.61334646 -0.84172136  0.1271762 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 2.2821321  -2.0025685  -0.6115733   1.1610318  -1.1929253  -0.01774144
  1.5120885  -0.6133466  -0.84172153  0.12717618],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055124   1.5371464
  1.7075206   0.19367406  2.1850774   0.552906  ],[ 0.73355544 -0.2646093  -0.33596352 -0.01806976 -0.05737326 -0.32871848
  0.32642224 -0.524194    0.38531837 -0.11334109],[-0.01837948 -0.36207506 -0.50049204 -0.6906924  -0.3572037   0.17325419
 -1.0789528   0.09453975  0.7771567   0.86732954]"
2800,Sunfish,layer4,"[ 2.2821324  -2.0025687  -0.61157334  1.1610321  -1.1929252  -0.01774144
  1.5120882  -0.61334646 -0.84172136  0.1271762 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 2.2821333  -2.0025694  -0.61157346  1.1610328  -1.1929247  -0.01774144
  1.5120875  -0.6133462  -0.8417209   0.12717625],[ 0.24129508 -0.32849267 -0.31577718 -0.1352563  -0.67475003 -0.63034415
  0.86287796 -1.1643918  -0.14084367 -0.12727673],[-0.34980887 -0.0303012  -0.07535789  0.21511306  0.20602909 -0.08035307
 -0.04218881 -0.34119734 -0.6643713   0.5339008 ],[-0.01837949 -0.36207518 -0.50049204 -0.6906928  -0.3572038   0.1732541
 -1.0789526   0.09453968  0.7771568   0.86732894]"
2800,Salmon,layer1,"[ 0.49670482 -0.46331972 -1.4166416   0.70083994 -0.73623145 -0.42541617
  0.31605554  0.22349946 -0.32791403 -1.7409807 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.4967049  -0.4633197  -1.4166417   0.7008398  -0.7362315  -0.42541608
  0.3160556   0.22349948 -0.32791406 -1.7409805 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055123   1.5371464
  1.7075206   0.19367404  2.1850772   0.5529059 ],[ 0.29021883 -0.99430275  0.91637087 -0.19891696  0.14211996  0.4747055
 -0.5690269  -0.19395165  0.23950408 -0.8059886 ],[-0.6530151  -0.7008681  -0.21366377 -0.23784672  0.28417382  0.06371352
 -0.04120708 -0.7860635   0.42271104  0.9704466 ]"
2800,Salmon,layer2,"[ 0.49670482 -0.46331972 -1.4166416   0.70083994 -0.73623145 -0.42541617
  0.31605554  0.22349946 -0.32791403 -1.7409807 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.4967049  -0.4633197  -1.4166417   0.7008399  -0.73623145 -0.42541608
  0.3160556   0.22349948 -0.32791406 -1.7409805 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055123   1.5371464
  1.7075206   0.19367404  2.1850772   0.5529059 ],[ 1.2774146  -0.20956495  1.0853659  -0.03655196 -1.0177304   0.19072412
 -0.11524751  0.17298359 -0.3900235   0.23174694],[-0.01837948 -0.36207506 -0.500492   -0.6906924  -0.35720366  0.17325419
 -1.0789528   0.09453975  0.77715665  0.8673295 ]"
2800,Salmon,layer3,"[ 0.49670482 -0.46331972 -1.4166416   0.70083994 -0.73623145 -0.42541617
  0.31605554  0.22349946 -0.32791403 -1.7409807 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.49670488 -0.46331972 -1.4166417   0.70083994 -0.7362314  -0.42541605
  0.31605557  0.2234995  -0.32791403 -1.7409804 ],[-0.58100915  2.399563   -0.56371695  0.38713145  1.6055124   1.5371464
  1.7075206   0.19367406  2.1850774   0.552906  ],[ 0.73355544 -0.2646093  -0.33596352 -0.01806976 -0.05737326 -0.32871848
  0.32642224 -0.524194    0.38531837 -0.11334109],[-0.01837948 -0.36207506 -0.50049204 -0.6906924  -0.3572037   0.17325419
 -1.0789528   0.09453975  0.7771567   0.86732954]"
2800,Salmon,layer4,"[ 0.49670482 -0.46331972 -1.4166416   0.70083994 -0.73623145 -0.42541617
  0.31605554  0.22349946 -0.32791403 -1.7409807 ],[-0.3754331   1.7175492  -0.501732    0.25653452  1.0354468   0.99527377
  1.49636    -0.1458424   1.603597    0.38286027],[ 0.487845   -0.37469456  0.3976038  -0.0096064  -0.18173864  0.06408951
 -0.10001023 -0.22158986 -0.10739309 -0.03842048],[-0.1770384  -0.44677338 -0.42878497 -0.5774811  -0.19685933  0.145869
 -0.8195163  -0.12561107  0.6885453   0.8931086 ]","[ 0.49670455 -0.46331975 -1.4166414   0.70083994 -0.7362317  -0.4254164
  0.31605545  0.22349936 -0.32791397 -1.7409815 ],[ 0.24129508 -0.32849267 -0.31577718 -0.1352563  -0.67475003 -0.63034415
  0.86287796 -1.1643918  -0.14084367 -0.12727673],[-0.34980887 -0.0303012  -0.07535789  0.21511306  0.20602909 -0.08035307
 -0.04218881 -0.34119734 -0.6643713   0.5339008 ],[-0.01837949 -0.36207518 -0.50049204 -0.6906928  -0.3572038   0.1732541
 -1.0789526   0.09453968  0.7771568   0.86732894]"
2900,Pine,layer1,"[ 1.1997058   0.608647    0.12383469  0.64587253  0.3718243  -1.0983529
  0.2798776  -1.2421548  -0.62354124 -1.9086968 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.1997057   0.6086471   0.12383471  0.64587253  0.37182435 -1.0983529
  0.27987763 -1.242155   -0.6235412  -1.9086965 ],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 0.29054725 -0.9951081   0.91581154 -0.19990808  0.14302544  0.4732665
 -0.56944853 -0.19444068  0.24059816 -0.80702734],[-0.6538088  -0.70274734 -0.2131596  -0.23731823  0.28475973  0.06368084
 -0.04142157 -0.7870577   0.422011    0.9713966 ]"
2900,Pine,layer2,"[ 1.1997058   0.608647    0.12383469  0.64587253  0.3718243  -1.0983529
  0.2798776  -1.2421548  -0.62354124 -1.9086968 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.1997057   0.6086471   0.12383471  0.64587253  0.37182432 -1.0983529
  0.27987763 -1.242155   -0.6235412  -1.9086965 ],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 1.2770774  -0.21120127  1.0848083  -0.03617337 -1.0174677   0.19046937
 -0.1144716   0.17334127 -0.38956332  0.23041725],[-0.01609485 -0.3618503  -0.50205475 -0.6920047  -0.35837427  0.17444196
 -1.0816023   0.09574498  0.77791405  0.86727583]"
2900,Pine,layer3,"[ 1.1997058   0.608647    0.12383469  0.64587253  0.3718243  -1.0983529
  0.2798776  -1.2421548  -0.62354124 -1.9086968 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.1997057   0.6086471   0.12383471  0.64587253  0.3718243  -1.0983529
  0.27987763 -1.242155   -0.6235412  -1.9086964 ],[-0.5799248   2.401005   -0.56484413  0.38679016  1.6065314   1.538316
  1.7088888   0.19278356  2.1872218   0.55372375],[ 0.7344677  -0.26476136 -0.33654183 -0.01810611 -0.05736788 -0.32861954
  0.32706642 -0.52451956  0.38582447 -0.11302784],[-0.01609485 -0.3618503  -0.50205475 -0.6920047  -0.3583743   0.17444195
 -1.0816022   0.09574497  0.77791405  0.8672758 ]"
2900,Pine,layer4,"[ 1.1997058   0.608647    0.12383469  0.64587253  0.3718243  -1.0983529
  0.2798776  -1.2421548  -0.62354124 -1.9086968 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.1997063   0.60864675  0.12383464  0.64587265  0.3718243  -1.0983531
  0.27987754 -1.2421546  -0.62354136 -1.9086975 ],[ 0.24130636 -0.32930565 -0.3162479  -0.1350601  -0.674727   -0.63095576
  0.8633481  -1.164773   -0.14062646 -0.12761772],[-0.35053083 -0.02989966 -0.07559355  0.21549578  0.20635393 -0.07978947
 -0.0418622  -0.34179106 -0.6651672   0.5342405 ],[-0.01609486 -0.36185056 -0.5020546  -0.69200504 -0.35837418  0.17444202
 -1.0816032   0.09574505  0.77791464  0.8672755 ]"
2900,Oak,layer1,"[-1.2627974   0.32101524 -0.5059916  -1.4483184   1.5083392  -2.0659199
  1.4588752   0.10208529  0.6751591   1.1017051 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[-1.2627974   0.32101527 -0.50599164 -1.4483184   1.5083393  -2.0659204
  1.4588751   0.1020853   0.67515904  1.1017051 ],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 0.29054725 -0.9951081   0.91581154 -0.19990808  0.14302544  0.4732665
 -0.56944853 -0.19444068  0.24059816 -0.80702734],[-0.6538088  -0.70274734 -0.2131596  -0.23731823  0.28475973  0.06368084
 -0.04142157 -0.7870577   0.422011    0.9713966 ]"
2900,Oak,layer2,"[-1.2627974   0.32101524 -0.5059916  -1.4483184   1.5083392  -2.0659199
  1.4588752   0.10208529  0.6751591   1.1017051 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[-1.2627974   0.32101527 -0.50599164 -1.4483184   1.5083393  -2.0659204
  1.4588751   0.1020853   0.67515904  1.1017051 ],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 1.2770774  -0.21120127  1.0848083  -0.03617337 -1.0174677   0.19046937
 -0.1144716   0.17334127 -0.38956332  0.23041725],[-0.01609485 -0.3618503  -0.50205475 -0.6920047  -0.35837427  0.17444196
 -1.0816023   0.09574498  0.77791405  0.86727583]"
2900,Oak,layer3,"[-1.2627974   0.32101524 -0.5059916  -1.4483184   1.5083392  -2.0659199
  1.4588752   0.10208529  0.6751591   1.1017051 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[-1.2627974   0.32101527 -0.50599164 -1.4483184   1.5083392  -2.06592
  1.458875    0.1020853   0.67515904  1.1017051 ],[-0.5799248   2.401005   -0.56484413  0.38679016  1.6065314   1.538316
  1.7088888   0.19278356  2.1872218   0.55372375],[ 0.7344677  -0.26476136 -0.33654183 -0.01810611 -0.05736788 -0.32861954
  0.32706642 -0.52451956  0.38582447 -0.11302784],[-0.01609485 -0.3618503  -0.50205475 -0.6920047  -0.3583743   0.17444195
 -1.0816022   0.09574497  0.77791405  0.8672758 ]"
2900,Oak,layer4,"[-1.2627974   0.32101524 -0.5059916  -1.4483184   1.5083392  -2.0659199
  1.4588752   0.10208529  0.6751591   1.1017051 ],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[-1.2627974   0.32101512 -0.5059914  -1.4483184   1.508339   -2.0659194
  1.4588755   0.10208526  0.67515934  1.1017048 ],[ 0.24130636 -0.32930565 -0.3162479  -0.1350601  -0.674727   -0.63095576
  0.8633481  -1.164773   -0.14062646 -0.12761772],[-0.35053083 -0.02989966 -0.07559355  0.21549578  0.20635393 -0.07978947
 -0.0418622  -0.34179106 -0.6651672   0.5342405 ],[-0.01609486 -0.36185056 -0.5020546  -0.69200504 -0.35837418  0.17444202
 -1.0816032   0.09574505  0.77791464  0.8672755 ]"
2900,Rose,layer1,"[ 1.9204849  -0.40349975  1.3776939  -0.4055093  -0.69294477 -1.4084485
  0.8555148  -1.1071405   0.8038771   0.22043774],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.9204845  -0.4034998   1.3776938  -0.40550923 -0.69294477 -1.4084487
  0.8555148  -1.1071408   0.80387694  0.22043772],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 0.29054725 -0.9951081   0.91581154 -0.19990808  0.14302544  0.4732665
 -0.56944853 -0.19444068  0.24059816 -0.80702734],[-0.6538088  -0.70274734 -0.2131596  -0.23731823  0.28475973  0.06368084
 -0.04142157 -0.7870577   0.422011    0.9713966 ]"
2900,Rose,layer2,"[ 1.9204849  -0.40349975  1.3776939  -0.4055093  -0.69294477 -1.4084485
  0.8555148  -1.1071405   0.8038771   0.22043774],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.9204845  -0.4034998   1.3776939  -0.40550923 -0.69294477 -1.4084487
  0.8555149  -1.1071408   0.80387694  0.22043772],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 1.2770774  -0.21120127  1.0848083  -0.03617337 -1.0174677   0.19046937
 -0.1144716   0.17334127 -0.38956332  0.23041725],[-0.01609485 -0.3618503  -0.50205475 -0.6920047  -0.35837427  0.17444196
 -1.0816023   0.09574498  0.77791405  0.86727583]"
2900,Rose,layer3,"[ 1.9204849  -0.40349975  1.3776939  -0.4055093  -0.69294477 -1.4084485
  0.8555148  -1.1071405   0.8038771   0.22043774],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.9204845  -0.4034998   1.377694   -0.40550923 -0.69294477 -1.4084487
  0.85551494 -1.1071407   0.80387694  0.22043774],[-0.5799248   2.401005   -0.56484413  0.38679016  1.6065314   1.538316
  1.7088888   0.19278356  2.1872218   0.55372375],[ 0.7344677  -0.26476136 -0.33654183 -0.01810611 -0.05736788 -0.32861954
  0.32706642 -0.52451956  0.38582447 -0.11302784],[-0.01609485 -0.3618503  -0.50205475 -0.6920047  -0.3583743   0.17444195
 -1.0816022   0.09574497  0.77791405  0.8672758 ]"
2900,Rose,layer4,"[ 1.9204849  -0.40349975  1.3776939  -0.4055093  -0.69294477 -1.4084485
  0.8555148  -1.1071405   0.8038771   0.22043774],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 1.920486   -0.40349963  1.3776934  -0.4055094  -0.69294465 -1.4084479
  0.8555146  -1.1071403   0.80387765  0.2204378 ],[ 0.24130636 -0.32930565 -0.3162479  -0.1350601  -0.674727   -0.63095576
  0.8633481  -1.164773   -0.14062646 -0.12761772],[-0.35053083 -0.02989966 -0.07559355  0.21549578  0.20635393 -0.07978947
 -0.0418622  -0.34179106 -0.6651672   0.5342405 ],[-0.01609486 -0.36185056 -0.5020546  -0.69200504 -0.35837418  0.17444202
 -1.0816032   0.09574505  0.77791464  0.8672755 ]"
2900,Daisy,layer1,"[ 0.33382046  1.6236731  -0.9520303  -0.7193488  -0.9096541   2.867876
 -1.1029868   0.41548505  0.36703867  0.57144964],[-0.37461704  1.7184274  -0.5026951   0.2563276   1.0362169   0.99599814
  1.4975035  -0.14660558  1.6052598   0.38338837],[ 0.48789036 -0.37524262  0.3971211  -0.00967294 -0.18136406  0.06383172
 -0.09967898 -0.22185251 -0.10707697 -0.03884935],[-0.17552334 -0.4470746  -0.42983094 -0.57833314 -0.19759075  0.1467517
 -0.8215573  -0.12495568  0.68893844  0.8933059 ]","[ 0.3338205   1.6236731  -0.9520304  -0.7193487  -0.9096543   2.8678763
 -1.1029869   0.41548502  0.36703864  0.5714497 ],[-0.5799248   2.4010053  -0.56484413  0.38679016  1.6065315   1.5383161
  1.7088885   0.19278355  2.1872218   0.5537237 ],[ 0.29054725 -0.9951081   0.91581154 -0.19990808  0.14302544  0.4732665
 -0.56944853 -0.19444068  0.24059816 -0.80702734],[-0.6538088  -0.70274734 -0.2131596  -0.23731823  0.28475973  0.06368084
 -0.04142157 -0.7870577   0.422011    0.9713966 ]"
